"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"ENSG00000250386",44.2336999995421,8.58894282857947,0.00162308799572201,0.0307636960831587,"H3P21","processed_pseudogene",0.845974934568196
"ENSG00000198753",239.29887083419,8.58069892732395,3.98112583580194e-12,2.94032683812878e-09,"PLXNB3","protein_coding",4.63692343407929
"ENSG00000092054",2616.87841531246,8.55321739015025,2.00074326365938e-05,0.00124523787901407,"MYH7","protein_coding",51.381285697141
"ENSG00000169583",43.0261661009143,8.54938994490616,4.95889972772989e-06,0.00043087976967573,"CLIC3","protein_coding",0.843640032265219
"ENSG00000175294",42.6301661519178,8.5348823108894,1.56684922099074e-09,5.4244809671081e-07,"CATSPER1","protein_coding",0.769365943590264
"ENSG00000177409",42.0925122360923,8.51621540764387,2.35472778332194e-05,0.00141010009446119,"SAMD9L","protein_coding",0.676287106723794
"ENSG00000267908",41.5199954828624,8.49762591854552,0.00182371237992842,0.0331756939261691,"ZSCAN5DP","unprocessed_pseudogene",0.793465755601703
"ENSG00000115648",41.4568006483204,8.49586333569034,3.56356814370454e-05,0.00189347672326287,"MLPH","protein_coding",0.778972924896863
"ENSG00000261553",41.4287091048964,8.4950314216983,9.31305758416391e-07,0.000108604956259116,"AL137782.1","lncRNA",0.799315800717607
"ENSG00000211679",41.3203477010049,8.48920147284749,1.12071439021705e-05,0.000795886818719204,"IGLC3","IG_C_gene",0.6621448607249
"ENSG00000135318",1365.94745590324,8.47727695293429,4.28623645593647e-12,3.06355294045756e-09,"NT5E","protein_coding",22.1107012839794
"ENSG00000169594",40.6827579152681,8.46711566740651,0.000268785293537718,0.00859702777506179,"BNC1","protein_coding",0.642710870003892
"ENSG00000130513",3902.00684445414,8.39441282447267,1.47419683925563e-10,6.40466262105629e-08,"GDF15","protein_coding",76.0563717156678
"ENSG00000283178",38.6286836605771,8.39351065219877,4.94857965345525e-05,0.00241510307007947,"BX119927.1","unprocessed_pseudogene",0.768176007254221
"ENSG00000069482",127.330424858631,8.38222110016688,9.8751064789485e-05,0.00404441283279227,"GAL","protein_coding",1.98298269640977
"ENSG00000006638",38.3576320875012,8.38184111077513,2.47504101760079e-05,0.00146238623538615,"TBXA2R","protein_coding",0.610000356753299
"ENSG00000150201",38.2051523960435,8.37758944854224,0.00196302954617436,0.0349075807821712,"FXYD4","protein_coding",0.74184536996315
"ENSG00000149090",388.627104029365,8.3559718359163,3.91566416048473e-08,8.59003671325347e-06,"PAMR1","protein_coding",7.75942014338981
"ENSG00000158560",36.530246734092,8.31283989479324,4.49145184195103e-06,0.000401278622831085,"DYNC1I1","protein_coding",0.641192371647436
"ENSG00000106366",1888.50838815131,8.29264859325226,9.9389676874697e-14,1.00098957750576e-10,"SERPINE1","protein_coding",30.2984128884777
"ENSG00000175592",1705.6296566719,8.27522785297757,2.8693192090099e-18,7.94693821425405e-15,"FOSL1","protein_coding",29.6694524768589
"ENSG00000283632",34.8294678612625,8.24295070179168,0.000654506916678549,0.0164234538537334,"EXOC3L2","protein_coding",0.548852358396163
"ENSG00000177551",34.1738731525043,8.21715036073193,4.00800739109434e-05,0.0020556810130666,"NHLH2","protein_coding",0.669453682686253
"ENSG00000179300",33.5774894136526,8.19210812880117,1.11632409329558e-05,0.00079531810080869,"RTL3","protein_coding",0.630022293495945
"ENSG00000162641",65.6414962268158,8.19149089379212,6.17196975956784e-05,0.00283131126216863,"AKNAD1","protein_coding",1.22465532452964
"ENSG00000183484",65.4056879307482,8.18688571844404,2.95077614737598e-05,0.00165519866069391,"GPR132","protein_coding",1.313180541711
"ENSG00000257951",32.866465315258,8.16050903448128,0.00258910177210653,0.0419084537733744,"AC126177.5","unprocessed_pseudogene",0.634542219007504
"ENSG00000144452",233.052753089406,8.15487566395064,3.94018626579745e-07,5.70605928701137e-05,"ABCA12","protein_coding",4.62246954706887
"ENSG00000186517",63.1587690506059,8.13603927925536,2.0332003243208e-08,4.95050764681055e-06,"ARHGAP30","protein_coding",1.17290664804912
"ENSG00000144015",32.1366913510771,8.12846481181008,0.000318674720262396,0.00968570065412058,"TRIM43","protein_coding",0.608539496636365
"ENSG00000104783",280.248738517848,8.11839995553348,4.51742468073143e-11,2.50214355750401e-08,"KCNN4","protein_coding",5.45631084449166
"ENSG00000261253",31.8157903119014,8.11395920307078,1.46030114113904e-05,0.000965976307264798,"AC137932.2","lncRNA",0.628084658345839
"ENSG00000224647",31.7738941070749,8.1103168613519,0.000596777624123643,0.0154471983851724,"AC026954.1","unitary_pseudogene",0.497395584012748
"ENSG00000170454",61.0891256235705,8.0864234615944,2.82092170907985e-06,0.000271752879600357,"KRT75","protein_coding",1.02228377246371
"ENSG00000130755",109.018606036433,8.07534305725688,1.21823747995229e-10,5.50867098842916e-08,"GMFG","protein_coding",2.01226415820691
"ENSG00000089327",253.848760396116,8.07299095403075,4.78938591316299e-07,6.39267612517785e-05,"FXYD5","protein_coding",4.10701875479414
"ENSG00000106258",30.9257029072871,8.07107540746994,0.000179702568015891,0.00635035055746106,"CYP3A5","protein_coding",0.486047466670959
"ENSG00000163235",254.886061703548,8.0590987207341,0.00177484472198106,0.0326079888100616,"TGFA","protein_coding",4.82773414108424
"ENSG00000197616",58.9929944644434,8.03820438085452,0.000148600634503605,0.00550592685400733,"MYH6","protein_coding",1.17318914939426
"ENSG00000268869",30.1721572341927,8.03753215050326,3.77011974163198e-05,0.00197776605774831,"ESPNP","transcribed_unprocessed_pseudogene",0.595363481639689
"ENSG00000250041",30.1497857923189,8.03682373087995,1.54731903250751e-05,0.0010083514059785,"AC069360.1","lncRNA",0.556722862275521
"ENSG00000145075",30.1246733053951,8.03542901318681,4.91789734874723e-05,0.00240542718667091,"CCDC39","lncRNA",0.580461624479386
"ENSG00000204520",29.9737177383011,8.02841472560952,1.12852581251812e-05,0.000798873687794379,"MICA","protein_coding",0.571504565512912
"ENSG00000111245",2568.70324164403,8.02709872780949,9.32554389881983e-06,0.000698061068128888,"MYL2","protein_coding",50.5568816727637
"ENSG00000162496",29.5720159112072,8.00858798364823,5.89181064985834e-05,0.00275993337354992,"DHRS3","protein_coding",0.580399710587303
"ENSG00000137975",29.5036556645102,8.00518116335543,0.000140072035802801,0.00527819064163718,"CLCA2","protein_coding",0.577351632541979
"ENSG00000128284",29.5047067424751,8.00421441218842,0.000359992480213899,0.0105927667783524,"APOL3","protein_coding",0.499106243405154
"ENSG00000183018",159.32462011941,7.99578123360704,1.7092899159726e-05,0.00109458776497702,"SPNS2","protein_coding",3.17378808194668
"ENSG00000184838",157.643216487501,7.97962432377687,8.49952389065403e-07,0.000101249435938291,"PRR16","protein_coding",2.63088545321767
"ENSG00000267898",28.9176119189274,7.97399862553957,9.33116896977188e-08,1.76710009284817e-05,"AC026803.2","lncRNA",0.500780744513907
"ENSG00000083067",28.6651563999123,7.96178354400024,0.000846561722170235,0.0195591950762522,"TRPM3","protein_coding",0.449002613175541
"ENSG00000268621",28.5244199452652,7.95642828135461,0.00017859269553571,0.00632381401935429,"IGFL2-AS1","lncRNA",0.5638559897854
"ENSG00000117472",55.7682230711733,7.9548609357839,7.52437800872191e-09,2.08397054424064e-06,"TSPAN1","protein_coding",0.984931524645696
"ENSG00000134516",55.6480098148366,7.95163695039396,8.0251249333072e-06,0.000631014221681283,"DOCK2","protein_coding",0.907273555918076
"ENSG00000198910",4020.68519222021,7.94970726808834,1.59822044864379e-28,1.18039234935335e-24,"L1CAM","protein_coding",71.5105959254432
"ENSG00000156427",28.2523172942243,7.94033124857248,2.76800807022381e-07,4.38076820085349e-05,"FGF18","protein_coding",0.483925728421303
"ENSG00000162004",53.8896474736541,7.90656601209811,6.50940119965954e-05,0.00294318656336853,"CCDC78","protein_coding",1.08226437661423
"ENSG00000132692",27.368231590724,7.89750897193719,4.32733882669223e-07,6.06840799892531e-05,"BCAN","protein_coding",0.516558988599077
"ENSG00000258947",53.5981428485072,7.89734704983165,1.94800252173086e-06,0.000203593829594296,"TUBB3","protein_coding",0.913864355562913
"ENSG00000095752",313.082271497807,7.88264094217739,5.07819259574654e-10,1.93995712661993e-07,"IL11","protein_coding",5.70346732128642
"ENSG00000178773",26.9057852003539,7.87034323697482,6.89372807118741e-06,0.0005678227987855,"CPNE7","protein_coding",0.474778067451943
"ENSG00000205097",26.4528052989578,7.84817373560694,2.02071431144499e-07,3.41778374035776e-05,"FRG2","protein_coding",0.497553221976982
"ENSG00000166396",51.3577689536461,7.83824194825929,2.57762874087527e-06,0.000253833422273659,"SERPINB7","protein_coding",0.967336668132843
"ENSG00000183486",26.3061991010022,7.83789221429823,0.000194883977776759,0.0067575028100151,"MX2","protein_coding",0.427064848497163
"ENSG00000205267",25.8112651137277,7.81024285149736,0.000980094812587247,0.0215864421098366,"DGAT2L7P","unprocessed_pseudogene",0.403458044827977
"ENSG00000110675",431.353569756268,7.79232062479573,1.02942526163996e-08,2.68340888495961e-06,"ELMOD1","protein_coding",8.37519209702086
"ENSG00000135116",49.6450867009647,7.78718810176948,1.58543349780893e-05,0.00102714766113896,"HRK","protein_coding",0.923773004929068
"ENSG00000080031",25.2991133657856,7.78402385564731,4.44120968034754e-07,6.15024268046627e-05,"PTPRH","protein_coding",0.462983763507112
"ENSG00000188064",25.0634213187308,7.76792420167135,1.1035438114544e-06,0.000126037217682449,"WNT7B","protein_coding",0.429604826047362
"ENSG00000006016",48.1587718588172,7.74226402491678,7.08515678444622e-06,0.000581428958788796,"CRLF1","protein_coding",0.813826694089203
"ENSG00000277639",47.0531360192725,7.7112343126796,1.79695814803566e-05,0.00114083672452797,"AC007906.2","protein_coding",0.920224201675393
"ENSG00000060140",23.9759179840515,7.70604469855313,7.75193874203477e-05,0.00334162853516079,"STYK1","protein_coding",0.473813409235257
"ENSG00000143512",205.128184877786,7.70012819540865,4.7221180550742e-12,3.26962405457122e-09,"HHIPL2","protein_coding",3.87427823688407
"ENSG00000101162",23.911756390996,7.69946945205301,0.000136046748301684,0.0051527996617443,"TUBB1","protein_coding",0.380930281726176
"ENSG00000130300",23.8323360386872,7.69487183251135,0.000490382122967441,0.0133047421628913,"PLVAP","protein_coding",0.373367385523795
"ENSG00000234261",23.7246058432077,7.69082288554268,0.00126895492755897,0.0257947103944258,"AL138720.1","lncRNA",0.441611445226342
"ENSG00000026559",46.3240295248273,7.68678789897582,0.000124881084817539,0.00483702390797887,"KCNG1","protein_coding",0.729561385129498
"ENSG00000162545",23.513941009613,7.67815396681639,9.2883664987303e-05,0.00386846497203698,"CAMK2N1","protein_coding",0.458865116655891
"ENSG00000169429",44.9908389629376,7.64426154855154,1.39947155272718e-06,0.000152749217703331,"CXCL8","protein_coding",0.770334250978022
"ENSG00000163993",22.7428143332908,7.62945286060333,8.28207282393949e-06,0.000639393336446088,"S100P","protein_coding",0.402641766421272
"ENSG00000272405",193.939046741208,7.62868599748583,3.55432466723065e-10,1.38163459038297e-07,"AL365181.3","lncRNA",3.73101234170558
"ENSG00000227496",22.7229946318481,7.6285757891218,0.00034216677031197,0.0101773180699379,"AC099066.2","lncRNA",0.411389474487963
"ENSG00000233532",43.7482761756663,7.60386739789095,1.22765808288232e-05,0.000853295908628266,"LINC00460","lncRNA",0.740196062583846
"ENSG00000170214",22.2537664047529,7.59786488623322,1.47105854072663e-05,0.000970066788299996,"ADRA1B","protein_coding",0.424033821710393
"ENSG00000163394",222.27313241367,7.59154922619983,1.11599816756597e-10,5.15149404140815e-08,"CCKAR","protein_coding",3.9902431832499
"ENSG00000184414",21.9275760960981,7.57766795708636,7.08087270403175e-05,0.00312531666341098,"IRS3P","processed_pseudogene",0.421866451551672
"ENSG00000163083",21.5929586454856,7.55564189673539,2.16722389333772e-06,0.000222311017614277,"INHBB","protein_coding",0.410115510955956
"ENSG00000236345",21.5152054523295,7.55063382244807,7.33286461294909e-07,8.97647962591784e-05,"SCAT8","lncRNA",0.4013578805173
"ENSG00000099985",21.4946742732641,7.54564780735609,0.000428103899438641,0.0121794598372159,"OSM","protein_coding",0.339411983447436
"ENSG00000183128",21.325129678852,7.53788342294032,8.09896811063438e-06,0.000634094828365109,"CALHM3","protein_coding",0.396250332877847
"ENSG00000089041",70.3115276171245,7.51243688377268,0.000150953534872351,0.0055357183571419,"P2RX7","protein_coding",1.31287275026358
"ENSG00000100558",111.455051928031,7.50889148667049,6.66915790355046e-08,1.38101431466325e-05,"PLEK2","protein_coding",2.18118794683124
"ENSG00000111886",20.8707191415026,7.50669771469632,6.55121023715645e-07,8.15478456318402e-05,"GABRR2","protein_coding",0.388941880119412
"ENSG00000115380",20.8390232914315,7.50105521074934,4.78210725720402e-05,0.0023535425634435,"EFEMP1","protein_coding",0.343088208175217
"ENSG00000182557",20.5626727404176,7.48446880537752,0.000440016802900772,0.0123410788631296,"SPNS3","protein_coding",0.40826082427201
"ENSG00000211678",40.1722727588248,7.48006565648973,2.91470064557334e-06,0.000279571524692505,"IGLJ3","IG_J_gene",0.669931561922079
"ENSG00000054356",172.793230022183,7.4780725133768,1.93132234325056e-10,8.22929022296204e-08,"PTPRN","protein_coding",3.03419798233078
"ENSG00000262202",20.4296362886426,7.47249465425571,0.00112192126905858,0.0237425115172216,"AC007952.4","lncRNA",0.318850526764601
"ENSG00000168497",1071.18110040617,7.47223031087845,9.37358441002394e-10,3.34984693182097e-07,"CAVIN2","protein_coding",20.5996868146128
"ENSG00000081052",20.3205941958156,7.46788053541503,0.000318346996446109,0.00968570065412058,"COL4A4","protein_coding",0.38250396584775
"ENSG00000161664",20.2360084313518,7.46207141360451,6.52211311375162e-05,0.00294318656336853,"ASB16","protein_coding",0.386385822304886
"ENSG00000144810",20.203940050035,7.4589625744573,0.000641652288862728,0.0162295545254926,"COL8A1","protein_coding",0.404396081499832
"ENSG00000232810",68.8475188419529,7.4545211884206,6.59936735647432e-06,0.000553871903475006,"TNF","protein_coding",1.11812701015604
"ENSG00000189334",101.986969333625,7.43804949370306,4.75447602854714e-08,1.01293197465884e-05,"S100A14","protein_coding",1.7530186501992
"ENSG00000182472",38.8576189488284,7.43114868235849,0.00312181457821735,0.0476107498345806,"CAPN12","protein_coding",0.783590511012848
"ENSG00000180720",19.6764357543822,7.41908050136834,4.36686522467457e-07,6.08532281654807e-05,"CHRM4","protein_coding",0.354366865548487
"ENSG00000234880",19.5366910083971,7.41082582365086,0.000724283562776771,0.0176545114416336,"LINC00163","lncRNA",0.378228359689482
"ENSG00000082397",260.869056582525,7.40452426015895,2.89439919146291e-07,4.5483122613648e-05,"EPB41L3","protein_coding",5.07727932680223
"ENSG00000109667",68.1905716242358,7.40414338464789,1.97779573150647e-08,4.86911333588766e-06,"SLC2A9","protein_coding",1.26036625368213
"ENSG00000170909",38.1212707233236,7.40402955574787,3.45276937003154e-07,5.18751720124029e-05,"OSCAR","protein_coding",0.694510303563191
"ENSG00000186847",19.2691853266776,7.39126697138173,0.000380360724673238,0.0111182751669986,"KRT14","protein_coding",0.355767078469363
"ENSG00000170381",37.6979320656314,7.38994802332351,0.000502900552906828,0.013506384910008,"SEMA3E","protein_coding",0.685915778747577
"ENSG00000197587",19.26305464426,7.38983503815252,0.00160602450643018,0.0305447939819514,"DMBX1","protein_coding",0.385875143795542
"ENSG00000230069",19.214709476355,7.38753423108722,2.52899514600864e-05,0.00148633807559983,"LRRC37A15P","processed_pseudogene",0.354240261396174
"ENSG00000065618",19.0359130622483,7.37313495529708,0.000519019356891127,0.0138720288186209,"COL17A1","protein_coding",0.380447766677496
"ENSG00000125966",18.9945877425187,7.37103798376534,8.46085102944205e-06,0.000649847036012069,"MMP24","protein_coding",0.360162883859718
"ENSG00000117226",70.5382881028295,7.36343760572899,2.76156519573471e-07,4.38076820085349e-05,"GBP3","protein_coding",1.24014866846007
"ENSG00000230047",18.9428534714848,7.3627122439179,6.08174677771127e-05,0.00281322052930582,"AC017104.2","processed_pseudogene",0.311045979841497
"ENSG00000134668",659.792250513008,7.3562161903003,3.16090689056339e-12,2.41504186117976e-09,"SPOCD1","protein_coding",11.0232133406586
"ENSG00000273132",18.3964921826621,7.3236873174197,0.00163759980051849,0.0309329060358808,"AL355312.4","lncRNA",0.370069060143452
"ENSG00000277957",18.418989509611,7.322272181316,4.40580166789638e-05,0.00221359064751882,"SENP3-EIF4A1","protein_coding",0.308109768559058
"ENSG00000128604",18.3424989674708,7.32007082687889,0.000110597172334422,0.00439157983407489,"IRF5","protein_coding",0.359210586736931
"ENSG00000120937",18.2901049074091,7.31559543035592,0.000602747664664466,0.0155291627976402,"NPPB","protein_coding",0.36345017390383
"ENSG00000204540",18.2636252040756,7.31313772158673,1.57412114538406e-05,0.00102280944921626,"PSORS1C1","protein_coding",0.347937530773891
"ENSG00000160808",18.1975106823363,7.30735724797018,2.59668875168035e-05,0.00151806946361429,"MYL3","protein_coding",0.342795307017968
"ENSG00000250782",18.1391173634239,7.30381823172103,0.000854617265992966,0.0197042193159273,"TAF11L14","protein_coding",0.35168236665102
"ENSG00000050628",18.0762316405839,7.29580584042633,0.00168693447831855,0.0315421158110583,"PTGER3","protein_coding",0.282493402857369
"ENSG00000148677",15859.8825226327,7.29238413668067,1.07414228735766e-06,0.00012395713885929,"ANKRD1","protein_coding",302.672413980394
"ENSG00000196549",1408.55111231822,7.2846691832969,2.65603234277105e-10,1.0699947021596e-07,"MME","protein_coding",27.0468339531631
"ENSG00000134207",543.919229234177,7.27886028705033,1.09672867953398e-06,0.000125907861929712,"SYT6","protein_coding",10.4146567331804
"ENSG00000279489",17.5017508816868,7.2523441832863,2.19201516427248e-05,0.00133429890095564,"AL355377.2","TEC",0.337134319311363
"ENSG00000229647",34.2211898109672,7.24624460138222,9.91807955179165e-05,0.00405451824038833,"MYOSLID","lncRNA",0.548391270421225
"ENSG00000156510",609.823943284729,7.23856789257131,2.7151669934127e-07,4.38076820085349e-05,"HKDC1","protein_coding",12.1986260869584
"ENSG00000259384",17.3081174859042,7.23642583547047,8.66993727490042e-06,0.000662413104137823,"GH1","protein_coding",0.329530296763112
"ENSG00000168412",17.3102718646677,7.23400511516818,2.47728909107187e-06,0.00024724907383279,"MTNR1A","protein_coding",0.311878909434138
"ENSG00000077984",65.4086788459702,7.23363792971813,3.4711759610688e-05,0.00185327339203377,"CST7","protein_coding",1.28035101092453
"ENSG00000162804",495.719917985586,7.23304926641867,4.47085353488429e-07,6.15283861940567e-05,"SNED1","protein_coding",9.63890810782955
"ENSG00000162511",1036.96313083936,7.22730466200572,4.6300440428607e-11,2.50214355750401e-08,"LAPTM5","protein_coding",19.553007394844
"ENSG00000259803",17.1106945290966,7.21897262631952,0.00227764002640444,0.0388496305350602,"SLC22A31","protein_coding",0.343583144066446
"ENSG00000128340",58.9384035666198,7.19147473255065,5.26072690038616e-05,0.00251211047266931,"RAC2","protein_coding",1.17453745384041
"ENSG00000184363",59.1449266736128,7.17489263207735,1.25910107561466e-07,2.3056117795367e-05,"PKP3","protein_coding",1.08054740088785
"ENSG00000259727",16.542976849233,7.17162279488616,2.61826803458621e-06,0.00025669453470056,"AC103740.2","lncRNA",0.304823758963439
"ENSG00000105641",16.5888428652095,7.17131568941131,0.00055668943235829,0.0146665490520364,"SLC5A5","protein_coding",0.265652522362887
"ENSG00000227039",16.5127349772862,7.16838653523994,0.00105804685871973,0.0227603342219933,"ITGB2-AS1","lncRNA",0.320903730730788
"ENSG00000163453",573.596260728437,7.15461683448441,3.28294943572456e-07,4.98221305803761e-05,"IGFBP7","protein_coding",9.83408057183287
"ENSG00000176046",885.296435413199,7.1513829455493,4.07440741970916e-07,5.78696443580102e-05,"NUPR1","protein_coding",17.5367466081067
"ENSG00000257219",16.2854746566687,7.14587329532243,1.20591380870594e-06,0.000135631635835013,"LNCOG","lncRNA",0.289983366948666
"ENSG00000141448",16.2315134183686,7.13995208087665,4.48618639678173e-06,0.000401278622831085,"GATA6","protein_coding",0.281935641828481
"ENSG00000221890",31.7129364905434,7.13710771405579,4.82132143814728e-06,0.000423555578645179,"NPTXR","protein_coding",0.60684037294146
"ENSG00000223638",16.1346378281805,7.13513820641433,0.00133417712342956,0.0268251928528391,"RFPL4A","protein_coding",0.306519294646268
"ENSG00000105974",6347.35226953881,7.13066362813754,2.64314074445652e-23,8.36629563927473e-20,"CAV1","protein_coding",107.496736840869
"ENSG00000174502",16.0500520637167,7.12783720990045,0.000219835461511347,0.00736897779229487,"SLC26A9","protein_coding",0.310401151103404
"ENSG00000143369",5163.11227713707,7.12298518903113,2.86156590171989e-15,3.96273223027548e-12,"ECM1","protein_coding",94.7118741466008
"ENSG00000215267",15.9439200693545,7.11779155943248,0.00011053215290164,0.00439157983407489,"AKR1C7P","transcribed_unprocessed_pseudogene",0.311478956531469
"ENSG00000173868",31.0932078719383,7.10955272497384,0.000306243267665349,0.00945046250927735,"PHOSPHO1","protein_coding",0.612025202406657
"ENSG00000202111",15.8045392198949,7.10587008864011,0.000177658972568316,0.00631844278522661,"VTRNA1-2","misc_RNA",0.300515807675056
