"","pathway","pval","padj","ES","NES"
"21","HALLMARK_APICAL_SURFACE",0.16926272066459,0.311443406022845,0.503175853907882,1.22090949230815
"22","HALLMARK_HEDGEHOG_SIGNALING",0.193340494092374,0.342063951086508,0.509142263189037,1.21599290551179
"23","HALLMARK_COMPLEMENT",0.000999000999000999,0.0030820770519263,0.558434502892424,1.48036228296226
"24","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.847695390781563,0.996003996003996,0.323065461613932,0.840796561208122
"25","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.961923847695391,0.996003996003996,0.26246629833407,0.681575659746664
"26","HALLMARK_MTORC1_SIGNALING",0.953046953046953,0.996003996003996,0.29342486059754,0.778684985680251
"27","HALLMARK_E2F_TARGETS",NA,NA,-0.475037048241871,NA
"28","HALLMARK_MYC_TARGETS_V1",NA,NA,-0.553573562922187,NA
"29","HALLMARK_MYC_TARGETS_V2",0.625,0.845588235294118,-0.233146280641706,-0.966547817060688
"30","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.000999000999000999,0.0030820770519263,0.641964431444036,1.70389010282409
"31","HALLMARK_INFLAMMATORY_RESPONSE",0.000999000999000999,0.0030820770519263,0.669499120323047,1.77568586277341
"32","HALLMARK_XENOBIOTIC_METABOLISM",0.003996003996004,0.00919080919080919,0.499688294370347,1.32455226923653
"33","HALLMARK_FATTY_ACID_METABOLISM",0.919,0.996003996003996,0.297630205992074,0.782455751779777
"34","HALLMARK_OXIDATIVE_PHOSPHORYLATION",NA,NA,-0.490526978893419,NA
"35","HALLMARK_GLYCOLYSIS",0.49050949050949,0.741935483870968,0.380160834576359,1.00839235051851
"36","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.491769547325103,0.741935483870968,0.411243542077873,1.01332114502054
"37","HALLMARK_P53_PATHWAY",0.000999000999000999,0.0030820770519263,0.549651026727217,1.45846203727096
"38","HALLMARK_UV_RESPONSE_UP",0.001998001998002,0.00574425574425574,0.524764791340234,1.38315075533124
"39","HALLMARK_UV_RESPONSE_DN",0.00799200799200799,0.0175063032205889,0.494125520967808,1.29713251792197
"40","HALLMARK_ANGIOGENESIS",0.00322234156820623,0.00780145853355193,0.64577005517547,1.54230332553198
"41","HALLMARK_HEME_METABOLISM",0.875124875124875,0.996003996003996,0.321571642222667,0.850568641913711
"42","HALLMARK_COAGULATION",0.000999000999000999,0.0030820770519263,0.609607782051909,1.59737926917642
"43","HALLMARK_IL2_STAT5_SIGNALING",0.000999000999000999,0.0030820770519263,0.589607538210786,1.563958401981
"44","HALLMARK_BILE_ACID_METABOLISM",0.69939879759519,0.893676241371632,0.354470820030814,0.921917573165084
"45","HALLMARK_PEROXISOME",0.801603206412826,0.984578233905933,0.335820441882016,0.871983298403677
"46","HALLMARK_ALLOGRAFT_REJECTION",0.001,0.0030820770519263,0.61110945938277,1.6168191259967
"47","HALLMARK_SPERMATOGENESIS",0.609,0.845588235294118,0.369552644077711,0.967249183605791
"48","HALLMARK_KRAS_SIGNALING_UP",0.000999000999000999,0.0030820770519263,0.599259568760554,1.59009496755181
"49","HALLMARK_KRAS_SIGNALING_DN",0.0549450549450549,0.10989010989011,0.45218588042996,1.19785461503241
"50","HALLMARK_PANCREAS_BETA_CELLS",0.324123273113709,0.552210020860393,0.463142738066218,1.11119046384146
